DATE,USAHOUREAMISMEI
1960-01-01,10.7510675709621
1960-02-01,10.7510675709621
1960-03-01,10.7510675709621
1960-04-01,10.7510675709621
1960-05-01,10.7510675709621
1960-06-01,10.7510675709621
1960-07-01,10.7510675709621
1960-08-01,10.7008289374529
1960-09-01,10.8013062044712
1960-10-01,10.8013062044712
1960-11-01,10.8013062044712
1960-12-01,10.9017834714896
1961-01-01,10.9017834714896
1961-02-01,10.9017834714896
1961-03-01,10.9017834714896
1961-04-01,10.9520221049987
1961-05-01,11.0524993720171
1961-06-01,11.0524993720171
1961-07-01,11.0524993720171
1961-08-01,10.9520221049987
1961-09-01,11.0524993720171
1961-10-01,11.1529766390354
1961-11-01,11.2032152725446
1961-12-01,11.3539311730721
1962-01-01,11.4041698065813
1962-02-01,11.3539311730721
1962-03-01,11.3539311730721
1962-04-01,11.4041698065813
1962-05-01,11.4041698065813
1962-06-01,11.4041698065813
1962-07-01,11.4041698065813
1962-08-01,11.3036925395629
1962-09-01,11.4041698065813
1962-10-01,11.4544084400904
1962-11-01,11.5548857071088
1962-12-01,11.6051243406179
1963-01-01,11.6051243406179
1963-02-01,11.6051243406179
1963-03-01,11.6553629741271
1963-04-01,11.7056016076363
1963-05-01,11.7056016076363
1963-06-01,11.7558402411454
1963-07-01,11.7558402411454
1963-08-01,11.6051243406179
1963-09-01,11.8060788746546
1963-10-01,11.8060788746546
1963-11-01,11.9065561416729
1963-12-01,12.0070334086913
1964-01-01,12.0070334086913
1964-02-01,11.9567947751821
1964-03-01,11.9567947751821
1964-04-01,12.0572720422005
1964-05-01,12.0572720422005
1964-06-01,12.1075106757096
1964-07-01,12.0572720422005
1964-08-01,12.0572720422005
1964-09-01,12.2582265762371
1964-10-01,12.0070334086913
1964-11-01,12.207987942728
1964-12-01,12.3084652097463
1965-01-01,12.3587038432555
1965-02-01,12.3587038432555
1965-03-01,12.4591811102738
1965-04-01,12.4089424767646
1965-05-01,12.509419743783
1965-06-01,12.509419743783
1965-07-01,12.4591811102738
1965-08-01,12.4089424767646
1965-09-01,12.6098970108013
1965-10-01,12.6601356443105
1965-11-01,12.7103742778196
1965-12-01,12.7606129113288
1966-01-01,12.810851544838
1966-02-01,12.8610901783472
1966-03-01,12.8610901783472
1966-04-01,12.9615674453655
1966-05-01,13.0118060788747
1966-06-01,12.9615674453655
1966-07-01,13.0118060788747
1966-08-01,12.9615674453655
1966-09-01,13.1625219794022
1966-10-01,13.2629992464205
1966-11-01,13.3132378799297
1966-12-01,13.3634765134388
1967-01-01,13.3634765134388
1967-02-01,13.413715146948
1967-03-01,13.413715146948
1967-04-01,13.4639537804572
1967-05-01,13.5141924139663
1967-06-01,13.5644310474755
1967-07-01,13.5644310474755
1967-08-01,13.5644310474755
1967-09-01,13.715146948003
1967-10-01,13.715146948003
1967-11-01,13.8156242150214
1967-12-01,14.016578749058
1968-01-01,14.2175332830947
1968-02-01,14.1672946495855
1968-03-01,14.2677719166039
1968-04-01,14.318010550113
1968-05-01,14.4687264506405
1968-06-01,14.4687264506405
1968-07-01,14.4687264506405
1968-08-01,14.4184878171314
1968-09-01,14.6696809846772
1968-10-01,14.7701582516956
1968-11-01,14.8706355187139
1968-12-01,15.0213514192414
1969-01-01,15.0715900527506
1969-02-01,15.0715900527506
1969-03-01,15.1218286862597
1969-04-01,15.2223059532781
1969-05-01,15.2725445867872
1969-06-01,15.3227832202964
1969-07-01,15.4232604873147
1969-08-01,15.4734991208239
1969-09-01,15.6744536548606
1969-10-01,15.7246922883698
1969-11-01,15.7749309218789
1969-12-01,15.9256468224064
1970-01-01,15.8754081888973
1970-02-01,15.9256468224064
1970-03-01,16.0261240894248
1970-04-01,16.0261240894248
1970-05-01,16.1768399899523
1970-06-01,16.2773172569706
1970-07-01,16.3275558904798
1970-08-01,16.3777945239889
1970-09-01,16.5285104245165
1970-10-01,16.3777945239889
1970-11-01,16.3777945239889
1970-12-01,16.679226325044
1971-01-01,16.8801808590806
1971-02-01,17.0308967596081
1971-03-01,17.0308967596081
1971-04-01,17.1313740266265
1971-05-01,17.2318512936448
1971-06-01,17.3323285606632
1971-07-01,17.3825671941723
1971-08-01,17.4830444611907
1971-09-01,17.4830444611907
1971-10-01,17.583521728209
1971-11-01,17.5332830946998
1971-12-01,17.8347148957548
1972-01-01,17.9351921627732
1972-02-01,18.1361466968098
1972-03-01,18.2366239638282
1972-04-01,18.3371012308465
1972-05-01,18.4375784978649
1972-06-01,18.487817131374
1972-07-01,18.5380557648832
1972-08-01,18.7390102989199
1972-09-01,18.8394875659382
1972-10-01,18.9902034664657
1972-11-01,19.0404420999749
1972-12-01,19.2413966340116
1973-01-01,19.3921125345391
1973-02-01,19.4423511680482
1973-03-01,19.4925898015574
1973-04-01,19.6433057020849
1973-05-01,19.7437829691032
1973-06-01,19.8442602361216
1973-07-01,19.9949761366491
1973-08-01,20.0954534036674
1973-09-01,20.2461693041949
1973-10-01,20.3466465712133
1973-11-01,20.4471238382316
1973-12-01,20.5476011052499
1974-01-01,20.5978397387591
1974-02-01,20.7485556392866
1974-03-01,20.849032906305
1974-04-01,20.8992715398141
1974-05-01,21.3514192413966
1974-06-01,21.6026124089425
1974-07-01,21.75332830947
1974-08-01,22.0045214770158
1974-09-01,22.2054760110525
1974-10-01,22.5069078121075
1974-11-01,22.5571464456167
1974-12-01,22.7078623461442
1975-01-01,22.8083396131625
1975-02-01,23.0092941471992
1975-03-01,23.260487314745
1975-04-01,23.260487314745
1975-05-01,23.3609645817634
1975-06-01,23.5116804822909
1975-07-01,23.6623963828184
1975-08-01,23.8633509168551
1975-09-01,24.0140668173826
1975-10-01,24.1145440844009
1975-11-01,24.2652599849284
1975-12-01,24.4159758854559
1976-01-01,24.6169304194926
1976-02-01,24.8178849535293
1976-03-01,25.0188394875659
1976-04-01,25.0188394875659
1976-05-01,25.320271288621
1976-06-01,25.4709871891485
1976-07-01,25.6719417231851
1976-08-01,25.923134890731
1976-09-01,26.1240894247676
1976-10-01,26.0738507912585
1976-11-01,26.3752825923135
1976-12-01,26.5762371263502
1977-01-01,26.8776689274052
1977-02-01,26.9279075609144
1977-03-01,27.128862094951
1977-04-01,27.3800552624969
1977-05-01,27.5810097965335
1977-06-01,27.8322029640794
1977-07-01,28.0331574981161
1977-08-01,28.1838733986436
1977-09-01,28.3848279326802
1977-10-01,28.5857824667169
1977-11-01,28.7364983672444
1977-12-01,28.8872142677719
1978-01-01,29.2891233358453
1978-02-01,29.4398392363728
1978-03-01,29.5403165033911
1978-04-01,29.791509670937
1978-05-01,29.9422255714645
1978-06-01,30.1934187390103
1978-07-01,30.4446119065561
1978-08-01,30.5953278070836
1978-09-01,30.8967596081387
1978-10-01,31.1479527756845
1978-11-01,31.4493845767395
1978-12-01,31.7005777442854
1979-01-01,31.9517709118312
1979-02-01,32.1527254458679
1979-03-01,32.4039186134137
1979-04-01,32.3034413463954
1979-05-01,32.7555890479779
1979-06-01,32.9565435820146
1979-07-01,33.1072594825421
1979-08-01,33.3082140165788
1979-09-01,33.5091685506154
1979-10-01,33.7101230846521
1979-11-01,33.8608389851796
1979-12-01,34.1622707862346
1980-01-01,34.262748053253
1980-02-01,34.564179854308
1980-03-01,34.9158502888721
1980-04-01,35.0163275558905
1980-05-01,35.2675207234363
1980-06-01,35.6694297915097
1980-07-01,35.9708615925647
1980-08-01,36.372770660638
1980-09-01,36.674202461693
1980-10-01,37.0761115297664
1980-11-01,37.5282592313489
1980-12-01,37.7794523988948
1981-01-01,38.0808841999498
1981-02-01,38.2818387339864
1981-03-01,38.5832705350414
1981-04-01,38.9851796031148
1981-05-01,39.2363727706606
1981-06-01,39.4373273046973
1981-07-01,39.638281838734
1981-08-01,40.0401909068073
1981-09-01,40.3416227078623
1981-10-01,40.4923386083899
1981-11-01,40.5928158754082
1981-12-01,40.6430545089174
1982-01-01,41.4971112785732
1982-02-01,41.2459181110274
1982-03-01,41.3966340115549
1982-04-01,41.5975885455916
1982-05-01,41.8487817131374
1982-06-01,42.0497362471741
1982-07-01,42.2004521477016
1982-08-01,42.3511680482291
1982-09-01,42.4516453152474
1982-10-01,42.4014066817383
1982-11-01,42.5018839487566
1982-12-01,42.6525998492841
1983-01-01,42.8033157498116
1983-02-01,43.1549861843758
1983-03-01,43.1549861843758
1983-04-01,43.2554634513941
1983-05-01,43.4061793519216
1983-06-01,43.50665661894
1983-07-01,43.7578497864858
1983-08-01,43.7578497864858
1983-09-01,44.0090429540316
1983-10-01,44.2099974880683
1983-11-01,44.410952022105
1983-12-01,44.5616679226325
1984-01-01,44.7626224566692
1984-02-01,44.8128610901784
1984-03-01,45.013815624215
1984-04-01,45.1142928912334
1984-05-01,45.1645315247425
1984-06-01,45.3654860587792
1984-07-01,45.4659633257975
1984-08-01,45.6669178598342
1984-09-01,45.8176337603617
1984-10-01,45.9683496608892
1984-11-01,46.1693041949259
1984-12-01,46.3200200954534
1985-01-01,46.5712132629992
1985-02-01,46.6716905300176
1985-03-01,46.8224064305451
1985-04-01,46.9731223310726
1985-05-01,47.0735995980909
1985-06-01,47.1740768651093
1985-07-01,47.3247927656368
1985-08-01,47.3750313991459
1985-09-01,47.4252700326551
1985-10-01,47.5257472996735
1985-11-01,47.676463200201
1985-12-01,47.977895001256
1986-01-01,47.8774177342376
1986-02-01,48.0281336347651
1986-03-01,48.1286109017835
1986-04-01,48.0281336347651
1986-05-01,48.1788495352926
1986-06-01,48.1286109017835
1986-07-01,48.2290881688018
1986-08-01,48.279326802311
1986-09-01,48.2290881688018
1986-10-01,48.3295654358202
1986-11-01,48.4300427028385
1986-12-01,48.5305199698568
1987-01-01,48.580758603366
1987-02-01,48.6812358703843
1987-03-01,48.7817131374027
1987-04-01,48.7817131374027
1987-05-01,48.882190404421
1987-06-01,48.9324290379302
1987-07-01,48.9324290379302
1987-08-01,49.2338608389852
1987-09-01,49.485054006531
1987-10-01,49.4348153730219
1987-11-01,49.5855312735494
1987-12-01,49.6860085405677
1988-01-01,49.786485807586
1988-02-01,49.8367244410952
1988-03-01,49.9372017081135
1988-04-01,50.1883948756594
1988-05-01,50.3391107761869
1988-06-01,50.4395880432052
1988-07-01,50.4898266767144
1988-08-01,50.5903039437327
1988-09-01,50.8414971112786
1988-10-01,51.0424516453153
1988-11-01,51.1931675458428
1988-12-01,51.2434061793519
1989-01-01,51.3941220798794
1989-02-01,51.5448379804069
1989-03-01,51.6955538809344
1989-04-01,51.6453152474253
1989-05-01,51.7457925144436
1989-06-01,51.8965084149711
1989-07-01,52.0472243154986
1989-08-01,52.1979402160261
1989-09-01,52.2984174830445
1989-10-01,52.3988947500628
1989-11-01,52.449133383572
1989-12-01,52.7003265511178
1990-01-01,52.8510424516453
1990-02-01,53.4539060537553
1990-03-01,53.7553378548104
1990-04-01,53.654860587792
1990-05-01,53.956292388847
1990-06-01,54.1572469228837
1990-07-01,54.257724189902
1990-08-01,54.3079628234112
1990-09-01,54.559155990957
1990-10-01,54.8605877920121
1990-11-01,54.7098718914846
1990-12-01,54.9108264255212
1991-01-01,55.1620195930671
1991-02-01,55.1117809595579
1991-03-01,55.2624968600854
1991-04-01,55.5136900276313
1991-05-01,55.7146445616679
1991-06-01,55.9155990957046
1991-07-01,56.1165536297413
1991-08-01,56.1667922632504
1991-09-01,56.3677467972871
1991-10-01,56.5184626978146
1991-11-01,56.5687013313238
1991-12-01,56.618939964833
1992-01-01,56.4682240643055
1992-02-01,56.7696558653605
1992-03-01,56.8701331323788
1992-04-01,57.0710876664155
1992-05-01,57.221803566943
1992-06-01,57.3222808339613
1992-07-01,57.4227581009796
1992-08-01,57.5734740015072
1992-09-01,57.523235367998
1992-10-01,57.6237126350163
1992-11-01,57.7241899020347
1992-12-01,57.824667169053
1993-01-01,58.0256217030897
1993-02-01,58.126098970108
1993-03-01,58.2265762371264
1993-04-01,58.4777694046722
1993-05-01,58.5782466716905
1993-06-01,58.6284853051997
1993-07-01,58.728962572218
1993-08-01,58.8796784727456
1993-09-01,59.0806330067822
1993-10-01,59.2313489073097
1993-11-01,59.4323034413464
1993-12-01,59.6834966088922
1994-01-01,59.7337352424014
1994-02-01,60.1356443104748
1994-03-01,60.0351670434564
1994-04-01,60.0854056769656
1994-05-01,60.1858829439839
1994-06-01,60.3365988445114
1994-07-01,60.3868374780206
1994-08-01,60.5375533785481
1994-09-01,60.7385079125848
1994-10-01,60.8389851796031
1994-11-01,61.0399397136398
1994-12-01,61.1404169806581
1995-01-01,61.2911328811856
1995-02-01,61.4920874152223
1995-03-01,61.4920874152223
1995-04-01,61.5423260487315
1995-05-01,61.693041949259
1995-06-01,61.8437578497865
1995-07-01,62.2456669178598
1995-08-01,62.295905551369
1995-09-01,62.3461441848782
1995-10-01,62.4968600854057
1995-11-01,62.5470987189148
1995-12-01,62.7480532529515
1996-01-01,63.3006782215524
1996-02-01,63.0997236875157
1996-03-01,62.7982918864607
1996-04-01,63.7528259231349
1996-05-01,63.8533031901532
1996-06-01,64.1044963576991
1996-07-01,64.3054508917358
1996-08-01,64.4059281587541
1996-09-01,64.5566440592816
1996-10-01,64.4561667922633
1996-11-01,64.7073599598091
1996-12-01,65.0590303943733
1997-01-01,65.25998492841
1997-02-01,65.25998492841
1997-03-01,65.5111780959558
1997-04-01,65.4609394624466
1997-05-01,65.6618939964833
1997-06-01,65.7623712635016
1997-07-01,65.8126098970108
1997-08-01,66.164280331575
1997-09-01,66.2145189650842
1997-10-01,66.767143933685
1997-11-01,66.9680984677217
1997-12-01,67.06857573474
1998-01-01,67.0183371012309
1998-02-01,67.2695302687767
1998-03-01,67.4704848028134
1998-04-01,67.3197689022859
1998-05-01,67.5709620698317
1998-06-01,67.4704848028134
1998-07-01,67.0183371012309
1998-08-01,67.6212007033409
1998-09-01,67.9226325043959
1998-10-01,67.9226325043959
1998-11-01,68.0231097714142
1998-12-01,68.1235870384326
1999-01-01,68.2743029389601
1999-02-01,68.4752574729967
1999-03-01,68.7766892740518
1999-04-01,68.9776438080884
1999-05-01,69.3293142426526
1999-06-01,69.6307460437076
1999-07-01,69.8819392112535
1999-08-01,70.032655111781
1999-09-01,70.2838482793268
1999-10-01,70.2838482793268
1999-11-01,70.3843255463452
1999-12-01,70.635518713891
2000-01-01,70.9871891484552
2000-02-01,71.0374277819644
2000-03-01,71.1881436824918
2000-04-01,71.4895754835469
2000-05-01,71.4393368500377
2000-06-01,71.841245918111
2000-07-01,71.9919618186386
2000-08-01,72.142677719166
2000-09-01,72.3436322532027
2000-10-01,72.7455413212761
2000-11-01,72.9464958553128
2000-12-01,72.8460185882944
2001-01-01,72.7455413212761
2001-02-01,73.0972117558402
2001-03-01,73.2479276563678
2001-04-01,73.4991208239136
2001-05-01,73.8005526249686
2001-06-01,74.0517457925144
2001-07-01,74.4536548605878
2001-08-01,74.6043707611153
2001-09-01,74.805325295152
2001-10-01,74.805325295152
2001-11-01,75.1569957297162
2001-12-01,75.408188897262
2002-01-01,75.5589047977895
2002-02-01,75.9608138658628
2002-03-01,76.1115297663904
2002-04-01,76.2120070334087
2002-05-01,76.5636774679729
2002-06-01,76.7143933685004
2002-07-01,76.8651092690279
2002-08-01,77.0660638030646
2002-09-01,77.2167797035921
2002-10-01,77.6186887716654
2002-11-01,77.7694046721929
2002-12-01,78.0708364732479
2003-01-01,78.2717910072846
2003-02-01,78.5229841748304
2003-03-01,78.5732228083396
2003-04-01,78.5229841748304
2003-05-01,78.8244159758854
2003-06-01,78.975131876413
2003-07-01,79.1760864104496
2003-08-01,79.276563677468
2003-09-01,79.5277568450138
2003-10-01,79.5277568450138
2003-11-01,79.879427279578
2003-12-01,79.9799045465963
2004-01-01,80.1306204471238
2004-02-01,80.2813363476514
2004-03-01,80.4320522481789
2004-04-01,80.6330067822155
2004-05-01,80.7334840492339
2004-06-01,80.9344385832705
2004-07-01,80.9846772167797
2004-08-01,81.386586284853
2004-09-01,81.8387339864356
2004-10-01,81.7382567194172
2004-11-01,81.8889726199448
2004-12-01,82.0899271539814
2005-01-01,82.2908816880181
2005-02-01,82.5923134890731
2005-03-01,82.5923134890731
2005-04-01,82.6927907560914
2005-05-01,83.0444611906556
2005-06-01,83.0946998241648
2005-07-01,83.2454157246923
2005-08-01,83.5468475257473
2005-09-01,83.3458929917106
2005-10-01,83.8482793268023
2005-11-01,83.7980406932931
2005-12-01,83.7980406932931
2006-01-01,83.8985179603115
2006-02-01,83.8985179603115
2006-03-01,83.9989952273298
2006-04-01,84.1497111278573
2006-05-01,84.2501883948757
2006-06-01,84.3004270283848
2006-07-01,84.3004270283848
2006-08-01,84.5516201959307
2006-09-01,84.5516201959307
2006-10-01,84.953529264004
2006-11-01,85.0037678975132
2006-12-01,85.3554383320774
2007-01-01,85.4559155990957
2007-02-01,85.6568701331324
2007-03-01,85.9080633006782
2007-04-01,86.4104496357699
2007-05-01,86.5611655362974
2007-06-01,86.8625973373524
2007-07-01,86.8625973373524
2007-08-01,87.1640291384074
2007-09-01,87.2645064054258
2007-10-01,87.2142677719166
2007-11-01,87.61617683999
2007-12-01,87.61617683999
2008-01-01,87.917608641045
2008-02-01,88.2692790756091
2008-03-01,88.5707108766642
2008-04-01,88.5707108766642
2008-05-01,88.8721426777192
2008-06-01,89.1735744787742
2008-07-01,89.42476764632
2008-08-01,89.42476764632
2008-09-01,89.5754835468475
2008-10-01,89.9271539814117
2008-11-01,90.1783471489576
2008-12-01,90.4295403165034
2009-01-01,90.4797789500126
2009-02-01,90.8816880180859
2009-03-01,91.0826425521226
2009-04-01,91.2333584526501
2009-05-01,91.1328811856318
2009-06-01,91.3338357196684
2009-07-01,91.8864606882693
2009-08-01,92.0371765887968
2009-09-01,92.5395629238885
2009-10-01,92.3386083898518
2009-11-01,92.5395629238885
2009-12-01,92.5395629238885
2010-01-01,92.5898015573976
2010-02-01,92.7907560914343
2010-03-01,92.7907560914343
2010-04-01,92.991710625471
2010-05-01,93.3433810600352
2010-06-01,93.3433810600352
2010-07-01,93.594574227581
2010-08-01,93.6950514945994
2010-09-01,94.0467219291635
2010-10-01,94.0969605626727
2010-11-01,94.2476764632002
2010-12-01,94.3983923637277
2011-01-01,94.9007786988194
2011-02-01,95.0012559658378
2011-03-01,94.9510173323286
2011-04-01,95.0012559658378
2011-05-01,95.0514945993469
2011-06-01,94.9510173323286
2011-07-01,95.1017332328561
2011-08-01,94.9510173323286
2011-09-01,95.0012559658378
2011-10-01,95.3529264004019
2011-11-01,95.2524491333836
2011-12-01,95.4534036674202
2012-01-01,95.5538809344386
2012-02-01,95.4534036674202
2012-03-01,95.5538809344386
2012-04-01,95.9055513690028
2012-05-01,95.6543582014569
2012-06-01,95.8553127354936
2012-07-01,96.0060286360211
2012-08-01,95.7045968349661
2012-09-01,95.7548354684753
2012-10-01,95.9055513690028
2012-11-01,96.1065059030394
2012-12-01,96.1065059030394
2013-01-01,96.3074604370761
2013-02-01,96.5084149711128
2013-03-01,96.5084149711128
2013-04-01,96.6088922381311
2013-05-01,96.6088922381311
2013-06-01,96.860085405677
2013-07-01,96.7596081386586
2013-08-01,97.0108013062045
2013-09-01,97.1112785732228
2013-10-01,97.2117558402412
2013-11-01,97.4127103742778
2013-12-01,97.764380808842
2014-01-01,97.764380808842
2014-02-01,97.9150967093695
2014-03-01,98.1160512434062
2014-04-01,97.8648580758604
2014-05-01,98.0155739763879
2014-06-01,98.1662898769154
2014-07-01,98.4174830444612
2014-08-01,98.4677216779704
2014-09-01,98.4174830444612
2014-10-01,98.7189148455162
2014-11-01,98.7189148455162
2014-12-01,98.6184375784979
2015-01-01,98.7189148455162
2015-02-01,99.1208239135896
2015-03-01,99.3217784476262
2015-04-01,99.4724943481538
2015-05-01,99.7739261492088
2015-06-01,99.9748806832454
2015-07-01,100.175835217282
2015-08-01,100.376789751319
2015-09-01,100.87917608641
2015-10-01,100.728460185883
2015-11-01,100.778698819392
2015-12-01,101.029891986938
2016-01-01,101.281085154484
2016-02-01,101.431801055011
2016-03-01,101.833710123085
2016-04-01,102.386335091686
2016-05-01,102.537050992213
2016-06-01,102.888721426777
2016-07-01,102.938960060286
2016-08-01,103.290630494851
2016-09-01,103.240391861341
2016-10-01,103.441346395378
2016-11-01,103.491585028887
2016-12-01,103.642300929415
2017-01-01,103.592062295906
2017-02-01,103.692539562924
2017-03-01,103.94373273047
2017-04-01,104.295403165034
2017-05-01,104.496357699071
2017-06-01,104.797789500126
2017-07-01,105.099221301181
2017-08-01,105.249937201708
2017-09-01,105.551369002763
2017-10-01,105.903039437327
2017-11-01,106.053755337855
2017-12-01,106.556141672947
2018-01-01,106.95805074102
2018-02-01,107.159005275057
2018-03-01,107.460437076112
2018-04-01,107.862346144185
2018-05-01,107.661391610148
2018-06-01,107.912584777694
2018-07-01,107.761868877167
2018-08-01,108.264255212258
2018-09-01,108.615925646822
2018-10-01,109.017834714896
2018-11-01,109.419743782969
2018-12-01,109.620698317006
2019-01-01,109.721175584024
2019-02-01,110.072846018588
2019-03-01,110.324039186134
2019-04-01,110.324039186134
2019-05-01,110.725948254208
2019-06-01,111.228334589299
2019-07-01,111.479527756845
2019-08-01,111.630243657373
2019-09-01,111.831198191409
2019-10-01,112.032152725446
2019-11-01,112.484300427028
2019-12-01,112.735493594574
2020-01-01,112.635016327556
2020-02-01,113.137402662648
2020-03-01,113.539311730721
2020-04-01,114.443607133886
2020-05-01,114.091936699322
