"Age-standarized mortality rate attributed to noncommunicable diseases, female"
"HDI Rank (2018)","Country","2000","","2010","","2015","","2016",""
"170","Afghanistan","857.8","","826.1","","801.4","","805.3",""
"69","Albania","541.5","","516.2","","483.6","","462.5",""
"82","Algeria","596.8","","467.7","","436.1","","430.7",""
"149","Angola","700.6","","552.2","","518.7","","511.8",""
"74","Antigua and Barbuda","535.9","","470.7","","463.5","","464.8",""
"48","Argentina","418.4","","377.5","","340.8","","334.5",""
"81","Armenia","575.7","","543.0","","494.2","","489.0",""
"6","Australia","316.5","","264.4","","252.4","","247.1",""
"20","Austria","362.1","","293.8","","284.0","","272.2",""
"87","Azerbaijan","709.3","","622.3","","551.2","","541.5",""
"60","Bahamas","466.8","","384.7","","356.0","","351.9",""
"45","Bahrain","682.6","","515.2","","441.6","","430.1",""
"135","Bangladesh","605.5","","532.2","","480.1","","475.6",""
"56","Barbados","548.9","","474.7","","442.1","","436.7",""
"50","Belarus","693.1","","578.9","","464.0","","446.4",""
"17","Belgium","345.4","","290.7","","277.9","","270.7",""
"103","Belize","708.3","","659.5","","626.1","","617.7",""
"163","Benin","618.9","","622.7","","620.3","","617.5",""
"134","Bhutan","805.8","","640.4","","602.5","","590.3",""
"114","Bolivia (Plurinational State of)","682.5","","508.3","","460.7","","456.4",""
"75","Bosnia and Herzegovina","531.8","","488.2","","440.1","","433.5",""
"94","Botswana","595.4","","612.2","","587.4","","579.3",""
"79","Brazil","541.5","","428.0","","378.8","","370.3",""
"43","Brunei Darussalam","618.7","","480.9","","509.2","","497.2",""
"52","Bulgaria","640.4","","535.9","","489.6","","483.8",""
"182","Burkina Faso","713.2","","730.0","","721.2","","716.8",""
"185","Burundi","654.3","","635.9","","624.6","","625.0",""
"126","Cabo Verde","620.4","","555.5","","521.7","","517.1",""
"146","Cambodia","732.2","","648.2","","631.6","","623.2",""
"150","Cameroon","755.8","","657.1","","661.5","","660.9",""
"13","Canada","332.5","","274.3","","253.1","","248.7",""
"188","Central African Republic","695.8","","694.9","","659.2","","638.1",""
"187","Chad","686.4","","718.1","","714.7","","710.9",""
"42","Chile","358.0","","338.8","","314.6","","309.8",""
"85","China","579.4","","503.8","","484.0","","476.6",""
"79","Colombia","486.9","","440.9","","402.0","","396.2",""
"156","Comoros","686.3","","640.4","","630.1","","627.5",""
"138","Congo","736.5","","600.0","","545.1","","535.9",""
"179","Congo (Democratic Republic of the)","676.9","","593.9","","574.1","","575.3",""
"68","Costa Rica","361.0","","344.9","","312.9","","310.7",""
"46","Croatia","497.8","","418.8","","392.4","","358.6",""
"72","Cuba","396.2","","375.9","","344.7","","337.0",""
"31","Cyprus","416.5","","336.3","","312.5","","306.0",""
"26","Czechia","482.7","","377.9","","352.6","","331.3",""
"165","C̫te d'Ivoire","849.1","","919.5","","940.0","","935.2",""
"11","Denmark","429.6","","355.0","","312.5","","300.6",""
"171","Djibouti","596.9","","553.1","","562.1","","565.5",""
"89","Dominican Republic","494.6","","443.6","","430.0","","427.6",""
"85","Ecuador","430.8","","367.2","","367.5","","361.3",""
"116","Egypt","653.4","","716.4","","744.1","","711.8",""
"124","El Salvador","542.5","","446.1","","417.6","","412.3",""
"144","Equatorial Guinea","736.7","","701.4","","691.3","","692.7",""
"182","Eritrea","710.6","","629.5","","600.8","","594.7",""
"30","Estonia","535.2","","389.8","","342.0","","335.1",""
"138","Eswatini (Kingdom of)","731.3","","726.8","","737.3","","740.2",""
"173","Ethiopia","602.9","","535.0","","524.7","","522.9",""
"98","Fiji","790.6","","687.7","","653.1","","646.4",""
"12","Finland","348.1","","293.9","","274.1","","274.8",""
"26","France","289.1","","244.3","","225.9","","222.7",""
"115","Gabon","528.3","","496.7","","491.7","","484.2",""
"174","Gambia","760.2","","700.7","","695.9","","690.6",""
"70","Georgia","573.5","","559.4","","550.5","","577.7",""
"4","Germany","370.3","","315.8","","303.4","","295.9",""
"142","Ghana","771.1","","731.1","","736.1","","735.5",""
"32","Greece","378.3","","299.6","","274.1","","265.0",""
"78","Grenada","678.5","","588.2","","524.1","","525.6",""
"126","Guatemala","439.4","","420.0","","416.0","","409.2",""
"174","Guinea","775.6","","773.5","","771.1","","762.2",""
"178","Guinea-Bissau","768.4","","705.6","","662.2","","669.1",""
"123","Guyana","738.9","","775.0","","777.3","","778.1",""
"169","Haiti","790.2","","653.8","","704.4","","701.6",""
"132","Honduras","468.9","","414.4","","402.5","","401.1",""
"43","Hungary","563.2","","491.8","","478.3","","444.6",""
"6","Iceland","335.4","","277.1","","277.7","","283.6",""
"129","India","602.0","","559.0","","528.5","","524.9",""
"111","Indonesia","719.5","","688.6","","674.9","","671.6",""
"65","Iran (Islamic Republic of)","723.8","","570.7","","542.9","","532.5",""
"120","Iraq","689.1","","620.9","","615.4","","604.5",""
"3","Ireland","424.9","","299.7","","300.6","","299.7",""
"22","Israel","382.8","","272.1","","258.8","","255.5",""
"29","Italy","316.3","","262.2","","258.5","","250.2",""
"96","Jamaica","461.3","","413.7","","397.3","","395.4",""
"19","Japan","225.8","","192.4","","181.0","","180.1",""
"102","Jordan","653.1","","583.2","","547.9","","542.4",""
"50","Kazakhstan","764.5","","745.8","","637.1","","626.1",""
"147","Kenya","429.9","","347.1","","345.3","","357.4",""
"132","Kiribati","692.7","","685.5","","678.6","","676.1",""
"..","Korea (Democratic People's Rep. of)","488.1","","588.4","","529.2","","521.6",""
"22","Korea (Republic of)","379.3","","239.7","","204.1","","197.6",""
"57","Kuwait","732.1","","664.2","","553.1","","541.4",""
"122","Kyrgyzstan","733.2","","676.3","","624.0","","610.4",""
"140","Lao People's Democratic Republic","801.9","","764.8","","741.3","","739.4",""
"39","Latvia","541.6","","484.2","","427.7","","413.4",""
"93","Lebanon","587.3","","519.7","","517.3","","516.4",""
"164","Lesotho","722.0","","741.6","","738.3","","736.5",""
"176","Liberia","620.1","","611.9","","590.7","","599.1",""
"110","Libya","681.8","","588.1","","566.8","","567.9",""
"34","Lithuania","484.2","","442.9","","410.5","","390.9",""
"21","Luxembourg","344.9","","269.1","","244.8","","247.7",""
"162","Madagascar","708.5","","633.8","","598.8","","594.7",""
"172","Malawi","612.0","","503.3","","484.6","","488.2",""
"61","Malaysia","582.3","","499.0","","451.7","","446.4",""
"104","Maldives","844.7","","495.2","","418.4","","404.4",""
"184","Mali","938.3","","833.5","","823.4","","817.0",""
"28","Malta","404.2","","311.7","","288.6","","287.5",""
"161","Mauritania","603.4","","627.3","","632.4","","635.9",""
"66","Mauritius","627.3","","504.2","","453.5","","457.0",""
"76","Mexico","420.8","","422.2","","408.1","","399.5",""
"135","Micronesia (Federated States of)","757.6","","734.4","","736.0","","724.7",""
"107","Moldova (Republic of)","805.3","","735.6","","657.0","","619.1",""
"92","Mongolia","1050.5","","742.0","","654.7","","649.3",""
"52","Montenegro","609.2","","519.6","","481.5","","474.9",""
"121","Morocco","706.2","","522.7","","490.6","","483.8",""
"180","Mozambique","732.5","","545.0","","502.1","","502.7",""
"145","Myanmar","699.6","","704.5","","690.9","","691.6",""
"130","Namibia","673.0","","648.2","","615.4","","606.7",""
"147","Nepal","636.6","","589.9","","570.6","","563.2",""
"10","Netherlands","375.9","","306.3","","296.7","","295.1",""
"14","New Zealand","353.5","","294.5","","275.1","","269.7",""
"126","Nicaragua","570.0","","448.0","","417.6","","412.3",""
"189","Niger","688.3","","688.3","","652.7","","648.3",""
"158","Nigeria","911.1","","843.9","","831.1","","830.6",""
"82","North Macedonia","647.1","","570.4","","532.8","","525.9",""
"1","Norway","340.6","","290.5","","265.4","","261.9",""
"47","Oman","548.5","","448.1","","411.5","","404.6",""
"152","Pakistan","677.5","","687.3","","681.8","","681.0",""
"67","Panama","362.7","","330.6","","318.8","","311.3",""
"155","Papua New Guinea","638.3","","584.3","","619.6","","620.2",""
"98","Paraguay","550.4","","487.4","","466.9","","464.1",""
"82","Peru","452.9","","387.6","","365.3","","361.7",""
"106","Philippines","609.8","","595.4","","560.6","","556.8",""
"32","Poland","487.0","","389.6","","358.0","","347.2",""
"40","Portugal","374.5","","286.9","","250.7","","245.0",""
"41","Qatar","502.6","","469.8","","431.5","","425.5",""
"52","Romania","608.9","","506.5","","461.9","","442.6",""
"49","Russian Federation","699.9","","593.8","","495.5","","485.8",""
"157","Rwanda","869.2","","532.0","","516.3","","508.6",""
"89","Saint Lucia","579.1","","445.8","","427.0","","422.2",""
"94","Saint Vincent and the Grenadines","612.3","","570.2","","519.2","","541.3",""
"111","Samoa","590.6","","467.3","","417.6","","412.2",""
"137","Sao Tome and Principe","651.6","","614.0","","615.5","","614.3",""
"36","Saudi Arabia","557.2","","549.1","","515.2","","508.5",""
"166","Senegal","695.4","","651.5","","592.0","","583.4",""
"63","Serbia","647.6","","547.2","","497.3","","478.7",""
"62","Seychelles","496.2","","465.2","","439.3","","434.2",""
"181","Sierra Leone","1243.6","","1042.5","","1001.2","","1017.3",""
"9","Singapore","337.5","","232.0","","209.8","","201.7",""
"36","Slovakia","523.9","","441.7","","378.2","","367.9",""
"24","Slovenia","392.3","","300.5","","279.7","","274.6",""
"153","Solomon Islands","797.7","","677.9","","645.2","","632.9",""
"..","Somalia","660.4","","609.8","","627.4","","624.7",""
"113","South Africa","647.1","","629.8","","587.1","","580.0",""
"186","South Sudan","626.0","","547.4","","536.0","","540.7",""
"25","Spain","303.7","","241.1","","232.5","","225.7",""
"71","Sri Lanka","525.9","","445.1","","436.7","","431.9",""
"168","Sudan","781.2","","714.4","","697.3","","700.1",""
"98","Suriname","652.7","","536.8","","507.8","","503.6",""
"8","Sweden","332.7","","289.9","","273.6","","273.4",""
"2","Switzerland","304.5","","255.1","","242.2","","237.0",""
"154","Syrian Arab Republic","585.0","","598.9","","594.1","","594.7",""
"125","Tajikistan","678.1","","643.2","","622.3","","618.5",""
"159","Tanzania (United Republic of)","588.8","","516.9","","518.9","","518.8",""
"77","Thailand","470.2","","397.4","","351.6","","348.2",""
"131","Timor-Leste","709.0","","642.7","","546.8","","549.0",""
"167","Togo","815.7","","801.9","","778.4","","782.8",""
"105","Tonga","587.4","","513.1","","489.0","","484.9",""
"63","Trinidad and Tobago","609.2","","558.9","","524.1","","519.2",""
"91","Tunisia","508.5","","479.6","","469.6","","460.6",""
"59","Turkey","573.1","","464.0","","421.1","","414.3",""
"108","Turkmenistan","726.5","","669.9","","700.6","","684.6",""
"159","Uganda","646.4","","593.6","","586.2","","587.1",""
"88","Ukraine","703.6","","624.7","","524.4","","514.3",""
"35","United Arab Emirates","570.0","","496.9","","467.1","","460.0",""
"15","United Kingdom","370.9","","311.6","","301.4","","295.1",""
"15","United States","406.4","","350.8","","352.0","","353.5",""
"57","Uruguay","403.3","","361.9","","349.9","","340.2",""
"108","Uzbekistan","668.0","","613.5","","582.0","","576.1",""
"141","Vanuatu","689.1","","621.9","","584.4","","575.3",""
"96","Venezuela (Bolivarian Republic of)","461.9","","403.8","","385.7","","381.7",""
"118","Viet Nam","345.8","","331.2","","322.6","","319.6",""
"177","Yemen","857.8","","847.4","","819.3","","819.7",""
"143","Zambia","674.0","","571.7","","526.9","","523.8",""
"150","Zimbabwe","621.0","","619.7","","584.5","","581.3",""
"36","Andorra","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..",""
"55","Palau","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..",""
" ","Very high human development","429.4","","361.1","","335.5","","330.4",""
" ","High human development","586.6","","521.8","","498.8","","491.3",""
" ","Medium human development","605.1","","562.0","","536.3","","533.3",""
" ","Low human development","749.1","","686.7","","673.0","","672.3",""
" ","Developing Countries","609.5","","556.2","","534.1","","529.5",""
"","Regions"," ","","..","","..","","..",""
" ","Arab States","664.3","","625.9","","617.2","","606.3",""
" ","East Asia and the Pacific","587.1","","527.7","","507.8","","501.9",""
" ","Europe and Central Asia","655.4","","575.0","","514.5","","505.6",""
" ","Latin America and the Caribbean","485.3","","421.4","","391.7","","384.9",""
" ","South Asia","618.7","","574.4","","546.4","","543.1",""
" ","Sub-Saharan Africa","716.8","","651.3","","634.7","","633.6",""
" ","Least Developed Countries","683.5","","619.2","","596.9","","595.2",""
" ","Small Island Developing States","564.6","","498.6","","494.1","","491.2",""
" ","Organization for Economic Co-operation and Development","375.5","","319.7","","307.4","","303.2",""
" ","World","570.5","","517.0","","496.3","","491.9",""
""