"Age-standarized mortality rate attributed to noncommunicable diseases, male"
"HDI Rank (2018)","Country","2000","","2010","","2015","","2016",""
"170","Afghanistan","997.8","","946.0","","902.3","","904.5",""
"69","Albania","804.9","","710.8","","664.8","","651.7",""
"82","Algeria","671.9","","498.1","","467.7","","462.8",""
"149","Angola","776.1","","618.0","","584.0","","572.2",""
"74","Antigua and Barbuda","789.5","","605.5","","659.6","","667.5",""
"48","Argentina","715.2","","628.1","","564.3","","552.4",""
"81","Armenia","834.2","","853.3","","786.0","","778.3",""
"6","Australia","491.0","","380.1","","353.8","","342.5",""
"20","Austria","577.4","","467.0","","431.9","","411.4",""
"87","Azerbaijan","1008.5","","877.6","","814.7","","804.4",""
"60","Bahamas","642.8","","554.5","","516.2","","511.2",""
"45","Bahrain","724.8","","579.7","","464.6","","449.5",""
"135","Bangladesh","558.7","","554.2","","551.4","","549.6",""
"56","Barbados","757.4","","680.1","","643.8","","638.5",""
"50","Belarus","1261.6","","1180.6","","935.1","","906.7",""
"17","Belgium","575.4","","453.8","","418.9","","409.5",""
"103","Belize","900.4","","832.5","","811.5","","808.4",""
"163","Benin","704.2","","682.6","","673.6","","671.2",""
"134","Bhutan","780.0","","620.8","","584.7","","572.7",""
"114","Bolivia (Plurinational State of)","764.7","","586.4","","541.5","","539.7",""
"75","Bosnia and Herzegovina","821.7","","705.8","","639.6","","628.5",""
"94","Botswana","804.7","","767.8","","729.5","","720.8",""
"79","Brazil","853.6","","655.5","","569.1","","555.8",""
"43","Brunei Darussalam","730.2","","559.1","","577.2","","562.8",""
"52","Bulgaria","972.8","","869.5","","813.2","","806.0",""
"182","Burkina Faso","833.2","","769.0","","758.4","","754.5",""
"185","Burundi","684.8","","694.5","","704.9","","708.7",""
"126","Cabo Verde","693.8","","655.4","","629.1","","627.3",""
"146","Cambodia","863.0","","783.9","","744.5","","743.2",""
"150","Cameroon","811.3","","748.9","","748.5","","739.7",""
"13","Canada","509.4","","389.7","","348.8","","340.6",""
"188","Central African Republic","728.3","","740.5","","697.8","","680.3",""
"187","Chad","811.3","","804.4","","800.7","","796.7",""
"42","Chile","555.1","","523.8","","479.0","","471.9",""
"85","China","748.3","","648.1","","620.6","","613.1",""
"79","Colombia","646.9","","589.4","","551.9","","547.3",""
"156","Comoros","793.2","","759.1","","744.8","","742.7",""
"138","Congo","746.4","","586.9","","538.9","","531.9",""
"179","Congo (Democratic Republic of the)","674.2","","602.4","","591.7","","594.6",""
"68","Costa Rica","516.9","","480.8","","433.0","","429.4",""
"46","Croatia","821.7","","702.9","","665.2","","618.8",""
"72","Cuba","540.3","","517.2","","480.8","","470.5",""
"31","Cyprus","615.8","","517.1","","493.1","","487.3",""
"26","Czechia","801.3","","617.9","","569.1","","541.2",""
"165","C̫te d'Ivoire","858.1","","948.4","","963.3","","955.0",""
"11","Denmark","622.9","","500.7","","439.0","","421.6",""
"171","Djibouti","685.4","","624.2","","652.2","","658.7",""
"89","Dominican Republic","616.5","","566.0","","562.5","","560.8",""
"85","Ecuador","540.3","","460.4","","464.7","","455.7",""
"116","Egypt","934.7","","985.9","","1004.8","","965.7",""
"124","El Salvador","724.9","","607.2","","599.4","","594.2",""
"144","Equatorial Guinea","882.7","","807.7","","763.4","","758.5",""
"182","Eritrea","809.5","","738.2","","726.7","","718.8",""
"30","Estonia","985.5","","786.2","","672.5","","659.7",""
"138","Eswatini (Kingdom of)","885.4","","876.7","","889.5","","892.8",""
"173","Ethiopia","667.0","","609.2","","592.3","","589.8",""
"98","Fiji","1101.2","","1025.2","","990.3","","984.9",""
"12","Finland","587.3","","504.5","","447.2","","440.5",""
"26","France","530.9","","425.1","","377.1","","369.1",""
"115","Gabon","564.4","","534.9","","539.3","","525.7",""
"174","Gambia","842.5","","783.7","","772.7","","767.0",""
"70","Georgia","901.0","","942.3","","959.9","","981.9",""
"4","Germany","610.6","","487.6","","460.4","","445.5",""
"142","Ghana","653.3","","654.1","","668.1","","669.3",""
"32","Greece","576.2","","458.8","","437.2","","424.9",""
"78","Grenada","873.5","","764.3","","707.6","","707.1",""
"126","Guatemala","588.2","","535.0","","515.3","","502.6",""
"174","Guinea","765.1","","807.8","","770.2","","765.3",""
"178","Guinea-Bissau","790.4","","744.3","","680.3","","690.5",""
"123","Guyana","862.2","","868.4","","884.0","","886.9",""
"169","Haiti","889.0","","711.2","","817.9","","812.4",""
"132","Honduras","559.9","","494.8","","492.5","","493.2",""
"43","Hungary","998.6","","873.1","","800.7","","773.4",""
"6","Iceland","460.9","","392.9","","359.8","","351.8",""
"129","India","760.8","","689.1","","675.5","","672.5",""
"111","Indonesia","851.7","","882.6","","871.4","","872.5",""
"65","Iran (Islamic Republic of)","750.5","","638.5","","595.3","","587.3",""
"120","Iraq","762.1","","713.1","","706.4","","695.5",""
"3","Ireland","657.0","","435.3","","411.9","","404.9",""
"22","Israel","527.2","","381.2","","376.2","","366.4",""
"29","Italy","527.0","","415.2","","390.4","","375.9",""
"96","Jamaica","587.9","","507.5","","483.1","","480.3",""
"19","Japan","415.6","","357.5","","325.2","","320.2",""
"102","Jordan","787.3","","732.1","","698.2","","693.0",""
"50","Kazakhstan","1362.4","","1248.4","","1062.4","","1030.9",""
"147","Kenya","503.0","","412.3","","409.2","","418.2",""
"132","Kiribati","968.3","","963.6","","964.8","","962.7",""
"..","Korea (Democratic People's Rep. of)","855.7","","1029.0","","961.1","","954.6",""
"22","Korea (Republic of)","659.4","","442.4","","370.1","","358.0",""
"57","Kuwait","766.2","","707.6","","615.0","","603.6",""
"122","Kyrgyzstan","1139.3","","1054.5","","980.4","","990.2",""
"140","Lao People's Democratic Republic","824.4","","827.0","","825.0","","829.9",""
"39","Latvia","1018.9","","936.6","","806.9","","790.3",""
"93","Lebanon","729.5","","637.6","","634.9","","635.7",""
"164","Lesotho","794.5","","813.7","","822.0","","827.9",""
"176","Liberia","662.6","","657.5","","613.8","","633.6",""
"110","Libya","807.2","","783.6","","745.0","","766.0",""
"34","Lithuania","896.0","","934.4","","839.5","","800.1",""
"21","Luxembourg","571.6","","425.7","","375.4","","371.9",""
"162","Madagascar","764.6","","700.3","","665.4","","660.4",""
"172","Malawi","768.2","","645.2","","603.9","","611.9",""
"61","Malaysia","676.4","","595.6","","554.0","","551.0",""
"104","Maldives","783.8","","574.0","","513.7","","497.0",""
"184","Mali","855.7","","796.7","","797.4","","795.6",""
"28","Malta","538.8","","436.9","","411.0","","410.8",""
"161","Mauritania","632.1","","646.9","","661.7","","669.1",""
"66","Mauritius","962.6","","769.4","","717.4","","696.1",""
"76","Mexico","558.0","","558.9","","539.0","","525.8",""
"135","Micronesia (Federated States of)","863.2","","838.9","","863.2","","846.5",""
"107","Moldova (Republic of)","1165.4","","1137.8","","1030.2","","974.1",""
"92","Mongolia","1358.3","","1151.9","","1056.8","","1053.9",""
"52","Montenegro","855.1","","736.3","","683.6","","673.4",""
"121","Morocco","825.1","","626.9","","584.5","","580.1",""
"180","Mozambique","799.0","","611.4","","549.9","","546.5",""
"145","Myanmar","767.5","","849.3","","852.2","","853.8",""
"130","Namibia","831.3","","796.0","","765.4","","762.8",""
"147","Nepal","835.3","","748.4","","731.0","","723.1",""
"10","Netherlands","598.1","","439.8","","405.7","","396.5",""
"14","New Zealand","529.4","","396.2","","363.1","","355.3",""
"126","Nicaragua","694.0","","586.7","","554.5","","548.0",""
"189","Niger","675.5","","702.3","","685.8","","681.8",""
"158","Nigeria","862.8","","806.7","","793.1","","793.3",""
"82","North Macedonia","871.3","","798.2","","743.7","","736.9",""
"1","Norway","542.3","","427.4","","373.3","","365.4",""
"47","Oman","695.7","","586.3","","539.1","","528.8",""
"152","Pakistan","779.4","","764.8","","744.8","","744.4",""
"67","Panama","489.0","","457.8","","440.5","","430.8",""
"155","Papua New Guinea","808.9","","737.6","","816.0","","820.6",""
"98","Paraguay","644.5","","575.1","","557.6","","552.8",""
"82","Peru","563.8","","503.5","","483.2","","477.6",""
"106","Philippines","889.4","","882.0","","830.4","","824.3",""
"32","Poland","871.8","","714.2","","653.2","","628.1",""
"40","Portugal","612.6","","484.0","","432.0","","424.7",""
"41","Qatar","549.9","","533.1","","490.5","","488.2",""
"52","Romania","911.6","","829.4","","767.2","","747.2",""
"49","Russian Federation","1333.6","","1128.3","","944.0","","926.6",""
"157","Rwanda","924.0","","616.9","","604.4","","597.9",""
"89","Saint Lucia","657.0","","586.8","","570.7","","565.3",""
"94","Saint Vincent and the Grenadines","704.8","","700.2","","756.3","","790.1",""
"111","Samoa","960.8","","784.6","","706.6","","697.4",""
"137","Sao Tome and Principe","681.8","","646.6","","660.2","","659.5",""
"36","Saudi Arabia","686.8","","648.5","","614.9","","609.5",""
"166","Senegal","773.9","","731.4","","692.0","","683.0",""
"63","Serbia","933.3","","791.8","","740.7","","717.7",""
"62","Seychelles","835.4","","794.7","","760.4","","755.4",""
"181","Sierra Leone","1343.8","","991.3","","929.8","","951.7",""
"9","Singapore","492.4","","361.7","","312.1","","300.5",""
"36","Slovakia","921.3","","768.0","","652.8","","635.0",""
"24","Slovenia","707.7","","523.5","","462.5","","447.5",""
"153","Solomon Islands","923.3","","796.6","","769.8","","758.0",""
"..","Somalia","704.7","","628.6","","669.3","","666.9",""
"113","South Africa","939.6","","942.6","","916.8","","907.8",""
"186","South Sudan","726.2","","611.9","","584.0","","589.3",""
"25","Spain","539.4","","428.2","","399.4","","384.3",""
"71","Sri Lanka","717.5","","659.5","","614.7","","612.7",""
"168","Sudan","899.5","","813.3","","794.6","","795.5",""
"98","Suriname","895.1","","783.7","","764.7","","759.9",""
"8","Sweden","498.2","","409.4","","375.8","","369.8",""
"2","Switzerland","494.2","","385.3","","354.2","","343.2",""
"154","Syrian Arab Republic","779.2","","728.8","","721.9","","723.1",""
"125","Tajikistan","826.1","","780.6","","802.5","","803.5",""
"159","Tanzania (United Republic of)","674.8","","565.3","","561.3","","562.7",""
"77","Thailand","628.3","","552.4","","526.3","","521.5",""
"131","Timor-Leste","785.6","","731.7","","629.1","","633.6",""
"167","Togo","873.4","","841.1","","808.6","","812.0",""
"105","Tonga","844.9","","847.0","","819.9","","817.5",""
"63","Trinidad and Tobago","908.0","","821.0","","761.0","","755.7",""
"91","Tunisia","734.8","","682.5","","640.6","","630.4",""
"59","Turkey","907.2","","766.6","","686.3","","676.3",""
"108","Turkmenistan","1081.8","","1009.3","","1028.6","","1005.0",""
"159","Uganda","812.8","","721.8","","703.6","","701.9",""
"88","Ukraine","1221.2","","1088.8","","943.7","","923.6",""
"35","United Arab Emirates","634.1","","547.5","","523.5","","517.2",""
"15","United Kingdom","554.5","","434.5","","408.0","","396.0",""
"15","United States","582.5","","487.4","","486.6","","492.3",""
"57","Uruguay","711.5","","644.7","","595.4","","580.1",""
"108","Uzbekistan","879.0","","851.0","","832.7","","828.9",""
"141","Vanuatu","845.8","","791.5","","779.8","","769.9",""
"96","Venezuela (Bolivarian Republic of)","661.6","","614.9","","597.4","","593.4",""
"118","Viet Nam","641.8","","623.4","","598.5","","593.5",""
"177","Yemen","996.0","","978.7","","950.5","","951.6",""
"143","Zambia","702.3","","616.4","","591.2","","590.5",""
"150","Zimbabwe","687.5","","649.6","","596.2","","599.6",""
"36","Andorra","..","","..","","..","","..",""
"98","Dominica","..","","..","","..","","..",""
"4","Hong Kong, China (SAR)","..","","..","","..","","..",""
"73","Saint Kitts and Nevis","..","","..","","..","","..",""
"18","Liechtenstein","..","","..","","..","","..",""
"117","Marshall Islands","..","","..","","..","","..",""
"55","Palau","..","","..","","..","","..",""
"119","Palestine, State of","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..",""
" ","Very high human development","698.1","","574.5","","524.2","","515.7",""
" ","High human development","772.6","","694.0","","663.6","","655.5",""
" ","Medium human development","738.2","","680.4","","666.1","","663.4",""
" ","Low human development","800.2","","733.9","","717.9","","717.4",""
" ","Developing Countries","765.9","","696.1","","671.9","","666.8",""
"","Regions"," ","","..","","..","","..",""
" ","Arab States","818.6","","756.9","","742.5","","730.7",""
" ","East Asia and the Pacific","759.8","","693.4","","668.5","","663.0",""
" ","Europe and Central Asia","1031.0","","916.9","","826.4","","812.6",""
" ","Latin America and the Caribbean","697.5","","597.0","","551.9","","541.7",""
" ","South Asia","748.6","","688.3","","673.5","","670.8",""
" ","Sub-Saharan Africa","769.0","","703.6","","685.7","","684.3",""
" ","Least Developed Countries","736.0","","684.3","","669.8","","668.7",""
" ","Small Island Developing States","705.3","","622.8","","627.7","","623.4",""
" ","Organization for Economic Co-operation and Development","590.9","","489.8","","460.7","","453.5",""
" ","World","749.4","","670.7","","643.7","","638.3",""
""